"url","name","mapinfo","address","timeslots","anchorpin_lat","anchorpin_long","loc_lat","loc_long","other_lat","other_long","name_symbol","category","reviews","R05_Excellent","R04_VeryGood","R03_Average","R02_Poor","R01_Terrible","duration","weighted_Rating","costString","costs"
"https://www.tripadvisor.com/Attraction_Review-g60745-d104604-Reviews-Freedom_Trail-Boston_Massachusetts.html","Freedom Trail","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.attraction_review&zoom=15&size=344x150&scale=2&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=42.355461,-71.063896&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FAR_Anchor_pin.png|42.355461,-71.063896&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v1%2FAR_pin.png|42.355671,-71.062759|42.355633,-71.062592&signature=do7C84183h4KFqlI9uexA0dGzgc=","Boston, MA 02109",NA,42.355461,-71.063896,42.355671,-71.062759,42.355633,-71.062592,"FrdmTrl","Sights & Landmarks",17077,69,25,4,1,1,"2-3 hours",4.6,"Book In Advance
Downtown Freedom Trail Walking Tour in Boston
WALKING TOURS
From $20.00*
More Info
Boston Freedom Trail Walking Tour with Costumed Guide
HISTORICAL & HERITAGE TOURS
From $16.00*
More Info
Boston Freedom Trail to Copley Square Walking Tour
WALKING TOURS
From $35.00*
More Info
See More Tours",16
"https://www.tripadvisor.com/Attraction_Review-g60745-d105250-Reviews-Fenway_Park-Boston_Massachusetts.html","Fenway Park","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.attraction_review&zoom=15&size=344x150&scale=2&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=42.346226,-71.097778&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FAR_Anchor_pin.png|42.346226,-71.097778&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v1%2FAR_pin.png|42.348530,-71.095100|42.348961,-71.095695&signature=6hnj2Sc3T-MAAyV3UTqeRxnyrRQ=","4 Yawkey Way, Boston, MA 02215-3409","Sun - Sat 9:00 AM - 5:00 PM",42.346226,-71.097778,42.34853,-71.0951,42.348961,-71.095695,"FnwyPrk","Sights & Landmarks",16362,76,18,4,1,1,"More than 3 hours",4.67,"Book In Advance
In high demand - travelers recommend booking ahead!
Tour of Historic Fenway Park, America's Most Beloved Ballpark
ATTRACTION TICKETS
From $25.00*
More Info
Go Boston Pass
SIGHTSEEING PASSES
From $63.00*
More Info
""Boston in One Day"" Sightseeing Bus Tour
FULL-DAY TOURS
From $89.00*
More Info
See More Tours",25
"https://www.tripadvisor.com/Attraction_Review-g60745-d105257-Reviews-Museum_of_Fine_Arts-Boston_Massachusetts.html","Museum of Fine Arts","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.attraction_review&zoom=15&size=344x150&scale=2&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=42.339588,-71.094330&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FAR_Anchor_pin.png|42.339588,-71.094330&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v1%2FAR_pin.png|42.340008,-71.094543|42.341400,-71.092163&signature=CK_nd2tw0NiptcIDS-3OAEr_vA0=","465 Huntington Ave, Avenue of the Arts, Boston, MA 02115-5597","Wed - Fri 10:00 AM - 9:45 PM Sat - Tue 10:00 AM - 4:45 PM",42.339588,-71.09433,42.340008,-71.094543,42.3414,-71.092163,"MsmofFA","Museums",8027,79,17,2,1,1,"2-3 hours",4.72,"Book In Advance
Go Boston Pass
SIGHTSEEING PASSES
From $63.00*
More Info
Go Boston Explorer Pass
SIGHTSEEING PASSES
From $59.00*
More Info
""Boston in One Day"" Sightseeing Bus Tour
FULL-DAY TOURS
From $89.00*
More Info
See More Tours",59
"https://www.tripadvisor.com/Attraction_Review-g60745-d103645-Reviews-Boston_Tea_Party_Ships_Museum-Boston_Massachusetts.html","Boston Tea Party Ships & Museum","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.attraction_review&zoom=15&size=344x150&scale=2&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=42.352604,-71.051018&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FAR_Anchor_pin.png|42.352604,-71.051018&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v1%2FAR_pin.png|42.351910,-71.049995|42.352982,-71.052368&signature=CC3a1nHkqY5TETb2sFqhycJ7sSc=","306 Congress St, Boston, MA 02210-1027","Sun - Sat 10:00 AM - 5:00 PM",42.352604,-71.051018,42.35191,-71.049995,42.352982,-71.052368,"BstTPSM","Sights & Landmarks",6135,67,25,6,1,1,NA,4.56,"Admission to Boston Tea Party Ships and Museum
Gain admission to the Boston Tea Party Ships and Museum and learn how...read more
From $29.99*
Check Availability",29
"https://www.tripadvisor.com/Attraction_Review-g60745-d103113-Reviews-North_End-Boston_Massachusetts.html","North End","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.attraction_review&zoom=15&size=344x150&scale=2&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=42.364540,-71.054192&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FAR_Anchor_pin.png|42.364540,-71.054192&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v1%2FAR_pin.png|42.364624,-71.054016|42.365021,-71.054047&signature=LwQ9BD0c52nTleExURuVYkprNQ8=","Boston, MA 02109",NA,42.36454,-71.054192,42.364624,-71.054016,42.365021,-71.054047,"NrthEnd","Sights & Landmarks",7038,71,24,3,1,1,"1-2 hours",4.63,"Book In Advance
North End Small Group Food Tour
FOOD TOURS
From $69.00*
More Info
Boston: North End to the Freedom Trail - Food & History Tour (Small Group)
HISTORICAL & HERITAGE TOURS
From $99.00*
More Info
Historic Boston Crime Tours
HISTORICAL & HERITAGE TOURS
From $20.00*
More Info
See More Tours",20
"https://www.tripadvisor.com/Attraction_Review-g60745-d103112-Reviews-John_F_Kennedy_Presidential_Museum_Library-Boston_Massachusetts.html","John F. Kennedy Presidential Museum & Library","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.attraction_review&zoom=15&size=344x150&scale=2&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=42.316196,-71.033806&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FAR_Anchor_pin.png|42.316196,-71.033806&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v1%2FAR_pin.png|42.315777,-71.035362|42.314194,-71.034889&signature=QW6Rs_YScTDSxWq6H3SvAURQMJA=","Columbia Point, Boston, MA 02125","Sun - Sat 9:00 AM - 5:00 PM",42.316196,-71.033806,42.315777,-71.035362,42.314194,-71.034889,"JhFKPML","Traveler Resources",3848,71,22,5,1,1,"2-3 hours",4.61,"Book In Advance
Go Boston Pass
SIGHTSEEING PASSES
From $63.00*
More Info
Go Boston Explorer Pass
SIGHTSEEING PASSES
From $59.00*
More Info",59
"https://www.tripadvisor.com/Attraction_Review-g60745-d103648-Reviews-Boston_Public_Garden-Boston_Massachusetts.html","Boston Public Garden","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.attraction_review&zoom=15&size=344x150&scale=2&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=42.356239,-71.069611&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FAR_Anchor_pin.png|42.356239,-71.069611&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v1%2FAR_pin.png|42.356457,-71.070068|42.356457,-71.070068&signature=CXscm8bd8zZzqj25XzSLycnX2RI=","4 Charles St, Boston, MA 02114-4602",NA,42.356239,-71.069611,42.356457,-71.070068,42.356457,-71.070068,"BstnPbG","Nature & Parks",9708,71,25,2,1,1,"1-2 hours",4.64,"Book In Advance
Boston Classic: Duck Boat Sightseeing Tour
CITY TOURS
From $47.15*
More Info
Boston Freedom Trail to Copley Square Walking Tour
WALKING TOURS
From $35.00*
More Info
Copley Square to Downtown Boston Freedom Trail Walking Tour
WALKING TOURS
From $35.00*
More Info
See More Tours",35
"https://www.tripadvisor.com/Attraction_Review-g60745-d603272-Reviews-Samuel_Adams_Brewery-Boston_Massachusetts.html","Samuel Adams Brewery","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.attraction_review&zoom=15&size=344x150&scale=2&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=42.314514,-71.103096&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FAR_Anchor_pin.png|42.314514,-71.103096&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v1%2FAR_pin.png|42.309811,-71.105560|42.309010,-71.105453&signature=9ahQXUJZZBCPjF3Cuz1SNDhw6lQ=","30 Germania St, Jamaica Plain, Boston, MA 02130-2315","Sun 12:00 PM - 6:00 PM Mon - Sat 11:00 AM - 8:00 PM",42.314514,-71.103096,42.309811,-71.10556,42.30901,-71.105453,"SmlAdmB","Food & Drink",2456,74,20,4,1,1,"1-2 hours",4.65,"Book In Advance
Boston Guided Brewery Tour with Tastings, plus Lunch or Dinner
BEER & BREWERY TOURS
From $99.00*
More Info
Go Boston Pass
SIGHTSEEING PASSES
From $63.00*
More Info
SECRET BOSTON VIP TOUR
DAY TRIPS
From $255.00*
More Info",25
"https://www.tripadvisor.com/Attraction_Review-g60745-d108823-Reviews-Isabella_Stewart_Gardner_Museum-Boston_Massachusetts.html","Isabella Stewart Gardner Museum","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.attraction_review&zoom=15&size=344x150&scale=2&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=42.338150,-71.098839&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FAR_Anchor_pin.png|42.338150,-71.098839&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v1%2FAR_pin.png|42.337898,-71.101692|42.339588,-71.094330&signature=XjUu1xpDAzsQCE5bx-M8RIAoDFc=","25 Evans Way, Boston, MA 02115-5538","Wed 11:00 AM - 5:00 PM Thu 11:00 AM - 9:00 PM Fri - Mon 11:00 AM - 5:00 PM",42.33815,-71.098839,42.337898,-71.101692,42.339588,-71.09433,"IsblSGM","Nature & Parks",3021,70,20,7,2,1,"1-2 hours",4.56,"Book In Advance
Go Boston Pass
SIGHTSEEING PASSES
From $63.00*
More Info
Boston Fall Foliage Guided Bicycle Tour
BIKE & MOUNTAIN BIKE TOURS
From $75.00*
More Info
Go Boston Explorer Pass
SIGHTSEEING PASSES
From $59.00*
More Info
See More Tours",59
"https://www.tripadvisor.com/Attraction_Review-g60745-d104816-Reviews-Boston_Public_Library-Boston_Massachusetts.html","Boston Public Library","https://maps.google.com/maps/api/staticmap?&channel=ta.desktop.attraction_review&zoom=15&size=344x150&scale=2&client=gme-tripadvisorinc&format=jpg&sensor=false&language=en_US&center=42.349808,-71.077591&maptype=roadmap&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v2%2FAR_Anchor_pin.png|42.349808,-71.077591&&markers=icon:http%3A%2F%2Fc1.tacdn.com%2Fimg2%2Fmaps%2Ficons%2Fresponsive_map_pins_v1%2FAR_pin.png|42.349991,-71.078018|42.350101,-71.077293&signature=c82VlrMcgdbCIybT7CibJsTtZ-E=","700 Boylston St, At Copley Sq., Boston, MA 02116-2813","Sun 1:00 PM - 5:00 PM Mon - Thu 9:00 AM - 9:00 PM Fri - Sat 9:00 AM - 5:00 PM",42.349808,-71.077591,42.349991,-71.078018,42.350101,-71.077293,"BstnPbL","Sights & Landmarks",3886,72,24,2,1,1,"1-2 hours",4.65,"Book In Advance
Boston Classic: Duck Boat Sightseeing Tour
CITY TOURS
From $47.15*
More Info
Boston Freedom Trail to Copley Square Walking Tour
WALKING TOURS
From $35.00*
More Info
Boston Hop-on Hop-off Trolley Tour
HOP-ON HOP-OFF TOURS
From $46.16*
More Info
See More Tours",35
